"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"SF001447910","NOUPOORT, SF","2020-07-01","50","68","31"
"SF001447910","NOUPOORT, SF","2020-07-02","45","68","33"
"SF001447910","NOUPOORT, SF","2020-07-03","47","68","33"
"SF001447910","NOUPOORT, SF","2020-07-04","46","68","28"
"SF001447910","NOUPOORT, SF","2020-07-05","50","71","33"
"SF001447910","NOUPOORT, SF","2020-07-06","50","71","33"
"SF001447910","NOUPOORT, SF","2020-07-07","47","69","33"
"SF001447910","NOUPOORT, SF","2020-07-08","54","65","40"
"SF001447910","NOUPOORT, SF","2020-07-09","56","67","50"
"SF001447910","NOUPOORT, SF","2020-07-10","55","67","45"
"SF001447910","NOUPOORT, SF","2020-07-11","39","67","33"
"SF001447910","NOUPOORT, SF","2020-07-12","40","53","21"
"SF001447910","NOUPOORT, SF","2020-07-13","46","56","36"
"SF001447910","NOUPOORT, SF","2020-07-14","35","56","25"
"SF001447910","NOUPOORT, SF","2020-07-15","34","53","20"
"SF001447910","NOUPOORT, SF","2020-07-16","42","60","23"
"SF001447910","NOUPOORT, SF","2020-07-17","43","62","29"
"SF001447910","NOUPOORT, SF","2020-07-18","44","66","30"
"SF001447910","NOUPOORT, SF","2020-07-19","47","66","33"
"SF001447910","NOUPOORT, SF","2020-07-20","46","68","27"
"SF001447910","NOUPOORT, SF","2020-07-21","48","68","30"
"SF001447910","NOUPOORT, SF","2020-07-22","50","68","36"
"SF001447910","NOUPOORT, SF","2020-07-23","50","68","36"
"SF001447910","NOUPOORT, SF","2020-07-24","47","68","33"
"SF001447910","NOUPOORT, SF","2020-07-25","46","65","29"
"SF001447910","NOUPOORT, SF","2020-07-26","46","64","28"
"SF001447910","NOUPOORT, SF","2020-07-27","46","63","37"
"SF001447910","NOUPOORT, SF","2020-07-28","45","66","29"
"SF001447910","NOUPOORT, SF","2020-07-29","47","66","35"
"SF001447910","NOUPOORT, SF","2020-07-30","49","68","29"
"SF001447910","NOUPOORT, SF","2020-07-31","50","71","36"
"SF001447910","NOUPOORT, SF","2020-08-01","51","71","33"
"SF001447910","NOUPOORT, SF","2020-08-02","51","71","29"
"SF001447910","NOUPOORT, SF","2020-08-03","50","71","33"
"SF001447910","NOUPOORT, SF","2020-08-04","50","71","34"
"SF001447910","NOUPOORT, SF","2020-08-05","48","68","36"
"SF001447910","NOUPOORT, SF","2020-08-06","38","66","34"
"SF001447910","NOUPOORT, SF","2020-08-07","43","58","32"
"SF001447910","NOUPOORT, SF","2020-08-08","55","67","39"
"SF001447910","NOUPOORT, SF","2020-08-09","45","67","35"
"SF001447910","NOUPOORT, SF","2020-08-10","41","57","26"
"SF001447910","NOUPOORT, SF","2020-08-11","44","64","28"
"SF001447910","NOUPOORT, SF","2020-08-12","42","64","24"
"SF001447910","NOUPOORT, SF","2020-08-13","43","62","29"
"SF001447910","NOUPOORT, SF","2020-08-14","47","67","29"
"SF001447910","NOUPOORT, SF","2020-08-15","48","67","32"
"SF001447910","NOUPOORT, SF","2020-08-16","37","62","29"
"SF001447910","NOUPOORT, SF","2020-08-17","40","57","22"
"SF001447910","NOUPOORT, SF","2020-08-18","36","57","30"
"SF001447910","NOUPOORT, SF","2020-08-19","35","51","18"
"SF001447910","NOUPOORT, SF","2020-08-20","41","59","26"
"SF001447910","NOUPOORT, SF","2020-08-21","49","62","37"
"SF001447910","NOUPOORT, SF","2020-08-22","49","67","35"
"SF001447910","NOUPOORT, SF","2020-08-23","50","71","29"
"SF001447910","NOUPOORT, SF","2020-08-24","54","72","35"
"SF001447910","NOUPOORT, SF","2020-08-25","48","72","37"
"SF001447910","NOUPOORT, SF","2020-08-27","56","69","40"
"SF001447910","NOUPOORT, SF","2020-08-28","42","69","26"
"SF001447910","NOUPOORT, SF","2020-08-29","40","56","28"
"SF001447910","NOUPOORT, SF","2020-08-30","37","52","24"
"SF001447910","NOUPOORT, SF","2020-08-31","42","56","26"
"SF001447910","NOUPOORT, SF","2020-09-01","56","65","35"
"SF001447910","NOUPOORT, SF","2020-09-02","54","65","50"
"SF001447910","NOUPOORT, SF","2020-09-03","53","71","43"
"SF001447910","NOUPOORT, SF","2020-09-04","67","83","50"
"SF001447910","NOUPOORT, SF","2020-09-05","58","83","51"
"SF001447910","NOUPOORT, SF","2020-09-06","52","75","45"
"SF001447910","NOUPOORT, SF","2020-09-07","60","68","40"
"SF001447910","NOUPOORT, SF","2020-09-08","57","78","43"
"SF001447910","NOUPOORT, SF","2020-09-09","65","83","52"
"SF001447910","NOUPOORT, SF","2020-09-10","67","84","51"
"SF001447910","NOUPOORT, SF","2020-09-11","65","84","47"
"SF001447910","NOUPOORT, SF","2020-09-12","72","83","60"
"SF001447910","NOUPOORT, SF","2020-09-13","65","83","57"
"SF001447910","NOUPOORT, SF","2020-09-14","53","63","41"
"SF001447910","NOUPOORT, SF","2020-09-15","50","66","38"
"SF001447910","NOUPOORT, SF","2020-09-16","51","66","35"
"SF001447910","NOUPOORT, SF","2020-09-17","56","72","39"
"SF001447910","NOUPOORT, SF","2020-09-18","59","76","43"
"SF001447910","NOUPOORT, SF","2020-09-19","59","78","46"
"SF001447910","NOUPOORT, SF","2020-09-20","58","78","37"
"SF001447910","NOUPOORT, SF","2020-09-21","48","76","40"
"SF001447910","NOUPOORT, SF","2020-09-22","55","74","37"
"SF001447910","NOUPOORT, SF","2020-09-23","62","77","43"
"SF001447910","NOUPOORT, SF","2020-09-24","66","81","47"
"SF001447910","NOUPOORT, SF","2020-09-25","65","81","51"
"SF001447910","NOUPOORT, SF","2020-09-26","49","77","40"
"SF001447910","NOUPOORT, SF","2020-09-27","46","59","33"
"SF001447910","NOUPOORT, SF","2020-09-28","49","62","35"
"SF001447910","NOUPOORT, SF","2020-09-29","51","64","36"
"SF001447910","NOUPOORT, SF","2020-09-30","53","70","33"
"SF001447910","NOUPOORT, SF","2020-10-01","50","70","40"
"SF001447910","NOUPOORT, SF","2020-10-02","53","69","44"
"SF001447910","NOUPOORT, SF","2020-10-03","53","69","45"
"SF001447910","NOUPOORT, SF","2020-10-04","57","73","40"
"SF001447910","NOUPOORT, SF","2020-10-05","63","81","45"
"SF001447910","NOUPOORT, SF","2020-10-06","65","81","53"
"SF001447910","NOUPOORT, SF","2020-10-07","66","83","47"
"SF001447910","NOUPOORT, SF","2020-10-08","68","83","51"
"SF001447910","NOUPOORT, SF","2020-10-09","62","80","47"
"SF001447910","NOUPOORT, SF","2020-10-10","44",,"36"
"SF001447910","NOUPOORT, SF","2020-10-11","44","57","34"
"SF001447910","NOUPOORT, SF","2020-10-12","53","72","31"
"SF001447910","NOUPOORT, SF","2020-10-13","60","78","42"
"SF001447910","NOUPOORT, SF","2020-10-14","64","81","47"
"SF001447910","NOUPOORT, SF","2020-10-15","72","89","53"
"SF001447910","NOUPOORT, SF","2020-10-16","68","89","50"
"SF001447910","NOUPOORT, SF","2020-10-17","75","92","54"
"SF001447910","NOUPOORT, SF","2020-10-18","72","92","53"
"SF001447910","NOUPOORT, SF","2020-10-19","70","88","51"
"SF001447910","NOUPOORT, SF","2020-10-20","59","87","44"
"SF001447910","NOUPOORT, SF","2020-10-21","63","77","45"
"SF001447910","NOUPOORT, SF","2020-10-22","73","90","55"
"SF001447910","NOUPOORT, SF","2020-10-23","76","92","65"
"SF001447910","NOUPOORT, SF","2020-10-24","78","93","65"
"SF001447910","NOUPOORT, SF","2020-10-25","73","93","56"
"SF001447910","NOUPOORT, SF","2020-10-26","75","92","61"
"SF001447910","NOUPOORT, SF","2020-10-27","75","89","61"
"SF001447910","NOUPOORT, SF","2020-10-28","76","89","63"
"SF001447910","NOUPOORT, SF","2020-10-29","64","88","57"
"SF001447910","NOUPOORT, SF","2020-10-30","54","71","48"
"SF001447910","NOUPOORT, SF","2020-10-31","53","71","46"
"SF001447910","NOUPOORT, SF","2020-11-01","59","73","47"
"SF001447910","NOUPOORT, SF","2020-11-02","64","81","47"
"SF001447910","NOUPOORT, SF","2020-11-03","72","86","52"
"SF001447910","NOUPOORT, SF","2020-11-04","69","86","59"
"SF001447910","NOUPOORT, SF","2020-11-05","63","82","57"
"SF001447910","NOUPOORT, SF","2020-11-06","63","76","49"
"SF001447910","NOUPOORT, SF","2020-11-07","65","78","47"
"SF001447910","NOUPOORT, SF","2020-11-08","68","82","51"
"SF001447910","NOUPOORT, SF","2020-11-09","61","82","47"
"SF001447910","NOUPOORT, SF","2020-11-10","54","80","44"
"SF001447910","NOUPOORT, SF","2020-11-11","61","77","46"
"SF001447910","NOUPOORT, SF","2020-11-12","69","86","52"
"SF001447910","NOUPOORT, SF","2020-11-13","74","89","57"
"SF001447910","NOUPOORT, SF","2020-11-14","72","89","60"
"SF001447910","NOUPOORT, SF","2020-11-15","69","87","55"
"SF001447910","NOUPOORT, SF","2020-11-16","70","88","51"
"SF001447910","NOUPOORT, SF","2020-11-17","72","88","61"
"SF001447910","NOUPOORT, SF","2020-11-18","66","87","51"
"SF001447910","NOUPOORT, SF","2020-11-19","57","86","48"
"SF001447910","NOUPOORT, SF","2020-11-20","66","83","47"
"SF001447910","NOUPOORT, SF","2020-11-21","69","83","60"
"SF001447910","NOUPOORT, SF","2020-11-22","66","82","56"
"SF001447910","NOUPOORT, SF","2020-11-23","66","82","50"
"SF001447910","NOUPOORT, SF","2020-11-24","62","80","45"
"SF001447910","NOUPOORT, SF","2020-11-25","62","77","47"
"SF001447910","NOUPOORT, SF","2020-11-26","63","79","48"
"SF001447910","NOUPOORT, SF","2020-11-27","64","84","46"
"SF001447910","NOUPOORT, SF","2020-11-28","70","86","55"
"SF001447910","NOUPOORT, SF","2020-11-29","66","86","50"
"SF001447910","NOUPOORT, SF","2020-11-30","72","89","51"
"SF001447910","NOUPOORT, SF","2020-12-01","66","89","55"
"SF001447910","NOUPOORT, SF","2020-12-02","57","80","45"
"SF001447910","NOUPOORT, SF","2020-12-03","64","82","48"
"SF001447910","NOUPOORT, SF","2020-12-04","60","82","47"
"SF001447910","NOUPOORT, SF","2020-12-05","67","85","47"
"SF001447910","NOUPOORT, SF","2020-12-06","67","85","60"
"SF001447910","NOUPOORT, SF","2020-12-07","72","85","60"
"SF001447910","NOUPOORT, SF","2020-12-08","62","85","57"
"SF001447910","NOUPOORT, SF","2020-12-09","66","80","51"
"SF001447910","NOUPOORT, SF","2020-12-10","70","83","54"
"SF001447910","NOUPOORT, SF","2020-12-11","70","85","54"
"SF001447910","NOUPOORT, SF","2020-12-12","63","85","55"
"SF001447910","NOUPOORT, SF","2020-12-13","66","83","50"
"SF001447910","NOUPOORT, SF","2020-12-14","73","90","50"
"SF001447910","NOUPOORT, SF","2020-12-15","71","90","57"
"SF001447910","NOUPOORT, SF","2020-12-16","70","88","53"
"SF001447910","NOUPOORT, SF","2020-12-17","74","92","61"
"SF001447910","NOUPOORT, SF","2020-12-18","75","92","59"
"SF001447910","NOUPOORT, SF","2020-12-19","79","96","63"
"SF001447910","NOUPOORT, SF","2020-12-20","78","96","62"
"SF001447910","NOUPOORT, SF","2020-12-21","68","94","61"
"SF001447910","NOUPOORT, SF","2020-12-22","64","77","59"
"SF001447910","NOUPOORT, SF","2020-12-23","72","85","58"
"SF001447910","NOUPOORT, SF","2020-12-24","70","85","56"
"SF001447910","NOUPOORT, SF","2020-12-25","74","88","57"
"SF001447910","NOUPOORT, SF","2020-12-26","77","92","58"
"SF001447910","NOUPOORT, SF","2020-12-27","77","93","58"
"SF001447910","NOUPOORT, SF","2020-12-28","75","95","56"
"SF001447910","NOUPOORT, SF","2020-12-29","78","95","64"
"SF001447910","NOUPOORT, SF","2020-12-30","77","87","69"
"SF001447910","NOUPOORT, SF","2020-12-31","76","91","64"
"SF000068296","SKUKUZA, SF","2020-07-01","60","78","45"
"SF000068296","SKUKUZA, SF","2020-07-02","57","85","32"
"SF000068296","SKUKUZA, SF","2020-07-03","52",,"38"
"SF000068296","SKUKUZA, SF","2020-07-04","64","81","47"
"SF000068296","SKUKUZA, SF","2020-07-05","54",,"36"
"SF000068296","SKUKUZA, SF","2020-07-06","54",,"36"
"SF000068296","SKUKUZA, SF","2020-07-07","65","94","36"
"SF000068296","SKUKUZA, SF","2020-07-09","67","80","52"
"SF000068296","SKUKUZA, SF","2020-07-10","67","89","43"
"SF000068296","SKUKUZA, SF","2020-07-11","72","92","59"
"SF000068296","SKUKUZA, SF","2020-07-13","65","83",
"SF000068296","SKUKUZA, SF","2020-07-14","62","92",
"SF000068296","SKUKUZA, SF","2020-07-15","56",,"38"
"SF000068296","SKUKUZA, SF","2020-07-16","50","73","30"
"SF000068296","SKUKUZA, SF","2020-07-17","53","78","31"
"SF000068296","SKUKUZA, SF","2020-07-18","55","82","32"
"SF000068296","SKUKUZA, SF","2020-07-19","56","84","32"
"SF000068296","SKUKUZA, SF","2020-07-20","57","84","38"
"SF000068296","SKUKUZA, SF","2020-07-21","58","82","36"
"SF000068296","SKUKUZA, SF","2020-07-22","57","82","38"
"SF000068296","SKUKUZA, SF","2020-07-23","59","80","41"
"SF000068296","SKUKUZA, SF","2020-07-24","62","74","52"
"SF000068296","SKUKUZA, SF","2020-07-25","60","79","47"
"SF000068296","SKUKUZA, SF","2020-07-26","58","83","39"
"SF000068296","SKUKUZA, SF","2020-07-27","56","83","40"
"SF000068296","SKUKUZA, SF","2020-07-28","61","76","48"
"SF000068296","SKUKUZA, SF","2020-07-29","61","86","38"
"SF000068296","SKUKUZA, SF","2020-07-30","66","87","40"
"SF000068296","SKUKUZA, SF","2020-07-31","61","87","45"
"SF000068296","SKUKUZA, SF","2020-08-01","61","84","41"
"SF000068296","SKUKUZA, SF","2020-08-02","61","84","40"
"SF000068296","SKUKUZA, SF","2020-08-03","60","83","40"
"SF000068296","SKUKUZA, SF","2020-08-04","56",,"36"
"SF000068296","SKUKUZA, SF","2020-08-05","67","92","43"
"SF000068296","SKUKUZA, SF","2020-08-06","68","85","52"
"SF000068296","SKUKUZA, SF","2020-08-07","61","85","47"
"SF000068296","SKUKUZA, SF","2020-08-08","60","77","44"
"SF000068296","SKUKUZA, SF","2020-08-09","66","92","36"
"SF000068296","SKUKUZA, SF","2020-08-10","65","92","48"
"SF000068296","SKUKUZA, SF","2020-08-11","63","83","45"
"SF000068296","SKUKUZA, SF","2020-08-13","67","96","45"
"SF000068296","SKUKUZA, SF","2020-08-14","69","80","50"
"SF000068296","SKUKUZA, SF","2020-08-15","71","94","44"
"SF000068296","SKUKUZA, SF","2020-08-17","61","85","51"
"SF000068296","SKUKUZA, SF","2020-08-18","69","88","46"
"SF000068296","SKUKUZA, SF","2020-08-20","55","77","41"
"SF000068296","SKUKUZA, SF","2020-08-21","63","77","53"
"SF000068296","SKUKUZA, SF","2020-08-22","59","79","47"
"SF000068296","SKUKUZA, SF","2020-08-23","65","91","45"
"SF000068296","SKUKUZA, SF","2020-08-24","70","96","43"
"SF000068296","SKUKUZA, SF","2020-08-25","70","96","45"
"SF000068296","SKUKUZA, SF","2020-08-27","67","95","54"
"SF000068296","SKUKUZA, SF","2020-08-28","77","97","51"
"SF000068296","SKUKUZA, SF","2020-08-29","78","97","70"
"SF000068296","SKUKUZA, SF","2020-08-30","67","90","62"
"SF000068296","SKUKUZA, SF","2020-08-31","58","70","56"
"SF000068296","SKUKUZA, SF","2020-09-01","59","63","55"
"SF000068296","SKUKUZA, SF","2020-09-02","64","69","57"
"SF000068296","SKUKUZA, SF","2020-09-04","66","81","50"
"SF000068296","SKUKUZA, SF","2020-09-05","70","82","61"
"SF000068296","SKUKUZA, SF","2020-09-06","69","79","53"
"SF000068296","SKUKUZA, SF","2020-09-07","61","83","47"
"SF000068296","SKUKUZA, SF","2020-09-10","72","86","56"
"SF000068296","SKUKUZA, SF","2020-09-11","71","86","55"
"SF000068296","SKUKUZA, SF","2020-09-12","72","88","62"
"SF000068296","SKUKUZA, SF","2020-09-13","72","91","52"
"SF000068296","SKUKUZA, SF","2020-09-14","75","97","53"
"SF000068296","SKUKUZA, SF","2020-09-15","73","97","59"
"SF000068296","SKUKUZA, SF","2020-09-16","77","93","67"
"SF000068296","SKUKUZA, SF","2020-09-17","71","93","64"
"SF000068296","SKUKUZA, SF","2020-09-18","71","84","61"
"SF000068296","SKUKUZA, SF","2020-09-19","74","92","56"
"SF000068296","SKUKUZA, SF","2020-09-20","78","95","68"
"SF000068296","SKUKUZA, SF","2020-09-21","69","95","55"
"SF000068296","SKUKUZA, SF","2020-09-22","65","80","60"
"SF000068296","SKUKUZA, SF","2020-09-23","69","85","52"
"SF000068296","SKUKUZA, SF","2020-09-24","76","93","49"
"SF000068296","SKUKUZA, SF","2020-09-25","79","100","54"
"SF000068296","SKUKUZA, SF","2020-09-26","76","100","58"
"SF000068296","SKUKUZA, SF","2020-09-27","69","92","64"
"SF000068296","SKUKUZA, SF","2020-09-28","69","77","64"
"SF000068296","SKUKUZA, SF","2020-09-29","70","82","64"
"SF000068296","SKUKUZA, SF","2020-09-30","63","82","61"
"SF000068296","SKUKUZA, SF","2020-10-01","69","85","61"
"SF000068296","SKUKUZA, SF","2020-10-02","62","85","59"
"SF000068296","SKUKUZA, SF","2020-10-03","64","71","59"
"SF000068296","SKUKUZA, SF","2020-10-04","73","88","60"
"SF000068296","SKUKUZA, SF","2020-10-05","69","88","65"
"SF000068296","SKUKUZA, SF","2020-10-06","68","75","64"
"SF000068296","SKUKUZA, SF","2020-10-07","70","81","61"
"SF000068296","SKUKUZA, SF","2020-10-08","69","84","57"
"SF000068296","SKUKUZA, SF","2020-10-09","74","92","58"
"SF000068296","SKUKUZA, SF","2020-10-10","74","92","64"
"SF000068296","SKUKUZA, SF","2020-10-11","59","85","55"
"SF000068296","SKUKUZA, SF","2020-10-12","61","72","55"
"SF000068296","SKUKUZA, SF","2020-10-13","71","90","51"
"SF000068296","SKUKUZA, SF","2020-10-14","71","90","60"
"SF000068296","SKUKUZA, SF","2020-10-15","71","87","53"
"SF000068296","SKUKUZA, SF","2020-10-16","73","87","58"
"SF000068296","SKUKUZA, SF","2020-10-17","73","87","60"
"SF000068296","SKUKUZA, SF","2020-10-18","78","96","61"
"SF000068296","SKUKUZA, SF","2020-10-19","78","96","67"
"SF000068296","SKUKUZA, SF","2020-10-20","85","104","69"
"SF000068296","SKUKUZA, SF","2020-10-21","72",,"65"
"SF000068296","SKUKUZA, SF","2020-10-22","73","89","55"
"SF000068296","SKUKUZA, SF","2020-10-23","74","89","67"
"SF000068296","SKUKUZA, SF","2020-10-24","77","91","64"
"SF000068296","SKUKUZA, SF","2020-10-25","75","96","55"
"SF000068296","SKUKUZA, SF","2020-10-26","78","96","65"
"SF000068296","SKUKUZA, SF","2020-10-27","83","94","69"
"SF000068296","SKUKUZA, SF","2020-10-28","79","100","63"
"SF000068296","SKUKUZA, SF","2020-10-30","78","99","59"
"SF000068296","SKUKUZA, SF","2020-10-31","74","97","69"
"SF000068296","SKUKUZA, SF","2020-11-01","70","83","64"
"SF000068296","SKUKUZA, SF","2020-11-02","74","89","66"
"SF000068296","SKUKUZA, SF","2020-11-03","78","97","63"
"SF000068296","SKUKUZA, SF","2020-11-04","78","97","69"
"SF000068296","SKUKUZA, SF","2020-11-05","81","98","67"
"SF000068296","SKUKUZA, SF","2020-11-06","83","99","65"
"SF000068296","SKUKUZA, SF","2020-11-07","90","109","70"
"SF000068296","SKUKUZA, SF","2020-11-08","91","110","71"
"SF000068296","SKUKUZA, SF","2020-11-09","84","110","69"
"SF000068296","SKUKUZA, SF","2020-11-10","74","101","68"
"SF000068296","SKUKUZA, SF","2020-11-11","72","84","65"
"SF000068296","SKUKUZA, SF","2020-11-12","74","87","64"
"SF000068296","SKUKUZA, SF","2020-11-13","76","94","59"
"SF000068296","SKUKUZA, SF","2020-11-14","78","99","54"
"SF000068296","SKUKUZA, SF","2020-11-15","81","100","58"
"SF000068296","SKUKUZA, SF","2020-11-16","76","100","68"
"SF000068296","SKUKUZA, SF","2020-11-17","83","100","67"
"SF000068296","SKUKUZA, SF","2020-11-18","82","103","71"
"SF000068296","SKUKUZA, SF","2020-11-19","84","103","68"
"SF000068296","SKUKUZA, SF","2020-11-20","72","79","64"
"SF000068296","SKUKUZA, SF","2020-11-21","73","85","67"
"SF000068296","SKUKUZA, SF","2020-11-22","77","92","64"
"SF000068296","SKUKUZA, SF","2020-11-23","80","96","72"
"SF000068296","SKUKUZA, SF","2020-11-24","90","109","69"
"SF000068296","SKUKUZA, SF","2020-11-25","72",,"68"
"SF000068296","SKUKUZA, SF","2020-11-26","77","91","67"
"SF000068296","SKUKUZA, SF","2020-11-27","71","91","66"
"SF000068296","SKUKUZA, SF","2020-11-28","74","87","65"
"SF000068296","SKUKUZA, SF","2020-11-29","77","95","69"
"SF000068296","SKUKUZA, SF","2020-11-30","78","95","63"
"SF000068296","SKUKUZA, SF","2020-12-01","81","101","69"
"SF000068296","SKUKUZA, SF","2020-12-02","72","101","66"
"SF000068296","SKUKUZA, SF","2020-12-03","69","83","63"
"SF000068296","SKUKUZA, SF","2020-12-04","76","92","62"
"SF000068296","SKUKUZA, SF","2020-12-05","69","92","64"
"SF000068296","SKUKUZA, SF","2020-12-06","74","87","64"
"SF000068296","SKUKUZA, SF","2020-12-07","78","91","64"
"SF000068296","SKUKUZA, SF","2020-12-08","78","92","68"
"SF000068296","SKUKUZA, SF","2020-12-09","79","95","62"
"SF000068296","SKUKUZA, SF","2020-12-10","87","103","66"
"SF000068296","SKUKUZA, SF","2020-12-11","86","105","69"
"SF000068296","SKUKUZA, SF","2020-12-12","84","106","67"
"SF000068296","SKUKUZA, SF","2020-12-13","84","106","74"
"SF000068296","SKUKUZA, SF","2020-12-14","88","104","76"
"SF000068296","SKUKUZA, SF","2020-12-15","82","104","74"
"SFM00068263","PRETORIA IRENE, SF","2020-07-01","53","68","41"
"SFM00068263","PRETORIA IRENE, SF","2020-07-02","55","70","40"
"SFM00068263","PRETORIA IRENE, SF","2020-07-03","56","74","40"
"SFM00068263","PRETORIA IRENE, SF","2020-07-04","54","74","39"
"SFM00068263","PRETORIA IRENE, SF","2020-07-05","56","74","40"
"SFM00068263","PRETORIA IRENE, SF","2020-07-06","60","76","42"
"SFM00068263","PRETORIA IRENE, SF","2020-07-07","58","76","43"
"SFM00068263","PRETORIA IRENE, SF","2020-07-08","54","76","44"
"SFM00068263","PRETORIA IRENE, SF","2020-07-09","55","67","47"
"SFM00068263","PRETORIA IRENE, SF","2020-07-10","56","70","42"
"SFM00068263","PRETORIA IRENE, SF","2020-07-11","50","70","40"
"SFM00068263","PRETORIA IRENE, SF","2020-07-12","47","60","31"
"SFM00068263","PRETORIA IRENE, SF","2020-07-13","50","66","35"
"SFM00068263","PRETORIA IRENE, SF","2020-07-14","48","66","37"
"SFM00068263","PRETORIA IRENE, SF","2020-07-15","44","62","30"
"SFM00068263","PRETORIA IRENE, SF","2020-07-16","49","69","32"
"SFM00068263","PRETORIA IRENE, SF","2020-07-17","54","74","35"
"SFM00068263","PRETORIA IRENE, SF","2020-07-18","55","73","39"
"SFM00068263","PRETORIA IRENE, SF","2020-07-19","59","77","42"
"SFM00068263","PRETORIA IRENE, SF","2020-07-20","55","77","40"
"SFM00068263","PRETORIA IRENE, SF","2020-07-21","56","74","38"
"SFM00068263","PRETORIA IRENE, SF","2020-07-22","54","74","36"
"SFM00068263","PRETORIA IRENE, SF","2020-07-23","55","70","38"
"SFM00068263","PRETORIA IRENE, SF","2020-07-24","51","69","38"
"SFM00068263","PRETORIA IRENE, SF","2020-07-25","50","66","37"
"SFM00068263","PRETORIA IRENE, SF","2020-07-26","53","70","39"
"SFM00068263","PRETORIA IRENE, SF","2020-07-27","52","70","40"
"SFM00068263","PRETORIA IRENE, SF","2020-07-28","53","65","43"
"SFM00068263","PRETORIA IRENE, SF","2020-07-29","54","69","40"
"SFM00068263","PRETORIA IRENE, SF","2020-07-30","58","72","43"
"SFM00068263","PRETORIA IRENE, SF","2020-07-31","58","73","43"
"SFM00068263","PRETORIA IRENE, SF","2020-08-01","60","77","42"
"SFM00068263","PRETORIA IRENE, SF","2020-08-02","59","77","44"
"SFM00068263","PRETORIA IRENE, SF","2020-08-03","59","76","41"
"SFM00068263","PRETORIA IRENE, SF","2020-08-04","58","74","41"
"SFM00068263","PRETORIA IRENE, SF","2020-08-05","59","73","42"
"SFM00068263","PRETORIA IRENE, SF","2020-08-06","57","73","43"
"SFM00068263","PRETORIA IRENE, SF","2020-08-07","51","72","44"
"SFM00068263","PRETORIA IRENE, SF","2020-08-08","51","66","39"
"SFM00068263","PRETORIA IRENE, SF","2020-08-09","56","73","39"
"SFM00068263","PRETORIA IRENE, SF","2020-08-10","58","75","44"
"SFM00068263","PRETORIA IRENE, SF","2020-08-11","58","75","37"
"SFM00068263","PRETORIA IRENE, SF","2020-08-12","60","76","44"
"SFM00068263","PRETORIA IRENE, SF","2020-08-13","60","76","46"
"SFM00068263","PRETORIA IRENE, SF","2020-08-14","55","72","39"
"SFM00068263","PRETORIA IRENE, SF","2020-08-15","60","75","44"
"SFM00068263","PRETORIA IRENE, SF","2020-08-16","58","74","46"
"SFM00068263","PRETORIA IRENE, SF","2020-08-17","54","74","38"
"SFM00068263","PRETORIA IRENE, SF","2020-08-18","52","72","40"
"SFM00068263","PRETORIA IRENE, SF","2020-08-19","48","66","36"
"SFM00068263","PRETORIA IRENE, SF","2020-08-20","51","66","32"
"SFM00068263","PRETORIA IRENE, SF","2020-08-21","54","69","39"
"SFM00068263","PRETORIA IRENE, SF","2020-08-22","54","69","41"
"SFM00068263","PRETORIA IRENE, SF","2020-08-23","58","73","41"
"SFM00068263","PRETORIA IRENE, SF","2020-08-24","61","89","47"
"SFM00068263","PRETORIA IRENE, SF","2020-08-25","66","89","50"
"SFM00068263","PRETORIA IRENE, SF","2020-08-26","68","83","51"
"SFM00068263","PRETORIA IRENE, SF","2020-08-27","62","83","52"
"SFM00068263","PRETORIA IRENE, SF","2020-08-28","62","76","51"
"SFM00068263","PRETORIA IRENE, SF","2020-08-29","63","76","57"
"SFM00068263","PRETORIA IRENE, SF","2020-08-30","56","72","47"
"SFM00068263","PRETORIA IRENE, SF","2020-08-31","53","70","42"
"SFM00068263","PRETORIA IRENE, SF","2020-09-01","54","63","49"
"SFM00068263","PRETORIA IRENE, SF","2020-09-02","52","63","49"
"SFM00068263","PRETORIA IRENE, SF","2020-09-03","61","78","49"
"SFM00068263","PRETORIA IRENE, SF","2020-09-04","67","82","48"
"SFM00068263","PRETORIA IRENE, SF","2020-09-05","63","82","50"
"SFM00068263","PRETORIA IRENE, SF","2020-09-06","64","78","48"
"SFM00068263","PRETORIA IRENE, SF","2020-09-07","63","79","48"
"SFM00068263","PRETORIA IRENE, SF","2020-09-08","67","83","47"
"SFM00068263","PRETORIA IRENE, SF","2020-09-09","67","83","49"
"SFM00068263","PRETORIA IRENE, SF","2020-09-10","67","84","51"
"SFM00068263","PRETORIA IRENE, SF","2020-09-11","64","84","48"
"SFM00068263","PRETORIA IRENE, SF","2020-09-12","64","81","48"
"SFM00068263","PRETORIA IRENE, SF","2020-09-13","64","79","50"
"SFM00068263","PRETORIA IRENE, SF","2020-09-14","67","83","52"
"SFM00068263","PRETORIA IRENE, SF","2020-09-15","71","84","54"
"SFM00068263","PRETORIA IRENE, SF","2020-09-16","68","84","61"
"SFM00068263","PRETORIA IRENE, SF","2020-09-17","69","85","54"
"SFM00068263","PRETORIA IRENE, SF","2020-09-18","71","85","56"
"SFM00068263","PRETORIA IRENE, SF","2020-09-19","72","87","55"
"SFM00068263","PRETORIA IRENE, SF","2020-09-20","74","87","61"
"SFM00068263","PRETORIA IRENE, SF","2020-09-21","72","87","55"
"SFM00068263","PRETORIA IRENE, SF","2020-09-22","58","87","50"
"SFM00068263","PRETORIA IRENE, SF","2020-09-23","59","74","45"
